#F spectrum.dat

#S 1 Wiggler spectrum
#N 3
#L PhotonEnergy[eV]  Flux[phot/s/0.1%bw]  PowerDensity[W/eV]
 1.309450945095e+05   4.707587308588e+11   7.542386388334e-05  
 1.309595959596e+05   4.704147821178e+11   7.536875721973e-05  
 1.309740974097e+05   4.700710915814e+11   7.531369192506e-05  
 1.309885988599e+05   4.697276590493e+11   7.525866796723e-05  
 1.310031003100e+05   4.693844843215e+11   7.520368531420e-05  
 1.310176017602e+05   4.690415671979e+11   7.514874393392e-05  
 1.310321032103e+05   4.686989074789e+11   7.509384379440e-05  
 1.310466046605e+05   4.683565049648e+11   7.503898486365e-05  
 1.310611061106e+05   4.680143594562e+11   7.498416710971e-05  
 1.310756075608e+05   4.676724707537e+11   7.492939050067e-05  
 1.310901090109e+05   4.673308386584e+11   7.487465500461e-05  
 1.311046104610e+05   4.669894629712e+11   7.481996058966e-05  
 1.311191119112e+05   4.666483434932e+11   7.476530722397e-05  
 1.311336133613e+05   4.663074800260e+11   7.471069487571e-05  
 1.311481148115e+05   4.659668723709e+11   7.465612351307e-05  
 1.311626162616e+05   4.656265203297e+11   7.460159310430e-05  
 1.311771177118e+05   4.652864237042e+11   7.454710361763e-05  
 1.311916191619e+05   4.649465822963e+11   7.449265502134e-05  
 1.312061206121e+05   4.646069959084e+11   7.443824728373e-05  
 1.312206220622e+05   4.642676643425e+11   7.438388037313e-05  
 1.312351235124e+05   4.639285874013e+11   7.432955425790e-05  
 1.312496249625e+05   4.635897648874e+11   7.427526890641e-05  
 1.312641264126e+05   4.632511966035e+11   7.422102428706e-05  
 1.312786278628e+05   4.629128823525e+11   7.416682036828e-05  
 1.312931293129e+05   4.625748219377e+11   7.411265711854e-05  
 1.313076307631e+05   4.622370151623e+11   7.405853450629e-05  
 1.313221322132e+05   4.618994618296e+11   7.400445250006e-05  
 1.313366336634e+05   4.615621617433e+11   7.395041106837e-05  
 1.313511351135e+05   4.612251147072e+11   7.389641017978e-05  
 1.313656365637e+05   4.608883205250e+11   7.384244980286e-05  
 1.313801380138e+05   4.605517790009e+11   7.378852990623e-05  
 1.313946394639e+05   4.602154899390e+11   7.373465045851e-05  
 1.314091409141e+05   4.598794531438e+11   7.368081142837e-05  
 1.314236423642e+05   4.595436684197e+11   7.362701278448e-05  
 1.314381438144e+05   4.592081355715e+11   7.357325449554e-05  
 1.314526452645e+05   4.588728544040e+11   7.351953653030e-05  
 1.314671467147e+05   4.585378247222e+11   7.346585885750e-05  
 1.314816481648e+05   4.582030463312e+11   7.341222144594e-05  
 1.314961496150e+05   4.578685190363e+11   7.335862426441e-05  
 1.315106510651e+05   4.575342426430e+11   7.330506728176e-05  
 1.315251525153e+05   4.572002169570e+11   7.325155046683e-05  
 1.315396539654e+05   4.568664417840e+11   7.319807378851e-05  
 1.315541554155e+05   4.565329169300e+11   7.314463721571e-05  
 1.315686568657e+05   4.561996422010e+11   7.309124071735e-05  
 1.315831583158e+05   4.558666174032e+11   7.303788426241e-05  
 1.315976597660e+05   4.555338423432e+11   7.298456781985e-05  
 1.316121612161e+05   4.552013168274e+11   7.293129135869e-05  
 1.316266626663e+05   4.548690406625e+11   7.287805484795e-05  
 1.316411641164e+05   4.545370136555e+11   7.282485825670e-05  
 1.316556655666e+05   4.542052356134e+11   7.277170155402e-05  
 1.316701670167e+05   4.538737063432e+11   7.271858470901e-05  
 1.316846684668e+05   4.535424256525e+11   7.266550769081e-05  
 1.316991699170e+05   4.532113933485e+11   7.261247046856e-05  
 1.317136713671e+05   4.528806092391e+11   7.255947301146e-05  
 1.317281728173e+05   4.525500731320e+11   7.250651528870e-05  
 1.317426742674e+05   4.522197848351e+11   7.245359726952e-05  
 1.317571757176e+05   4.518897441565e+11   7.240071892318e-05  
 1.317716771677e+05   4.515599509046e+11   7.234788021895e-05  
 1.317861786179e+05   4.512304048876e+11   7.229508112613e-05  
 1.318006800680e+05   4.509011059143e+11   7.224232161406e-05  
 1.318151815182e+05   4.505720537933e+11   7.218960165210e-05  
 1.318296829683e+05   4.502432483334e+11   7.213692120961e-05  
 1.318441844184e+05   4.499146893438e+11   7.208428025600e-05  
 1.318586858686e+05   4.495863766335e+11   7.203167876070e-05  
 1.318731873187e+05   4.492583100120e+11   7.197911669316e-05  
 1.318876887689e+05   4.489304892887e+11   7.192659402286e-05  
 1.319021902190e+05   4.486029142733e+11   7.187411071930e-05  
 1.319166916692e+05   4.482755847755e+11   7.182166675200e-05  
 1.319311931193e+05   4.479485006053e+11   7.176926209052e-05  
 1.319456945695e+05   4.476216615728e+11   7.171689670443e-05  
 1.319601960196e+05   4.472950674883e+11   7.166457056332e-05  
 1.319746974697e+05   4.469687181621e+11   7.161228363683e-05  
 1.319891989199e+05   4.466426134048e+11   7.156003589459e-05  
 1.320037003700e+05   4.463167530272e+11   7.150782730629e-05  
 1.320182018202e+05   4.459911368400e+11   7.145565784161e-05  
 1.320327032703e+05   4.456657646543e+11   7.140352747028e-05  
 1.320472047205e+05   4.453406362812e+11   7.135143616204e-05  
 1.320617061706e+05   4.450157515321e+11   7.129938388667e-05  
 1.320762076208e+05   4.446911102184e+11   7.124737061395e-05  
 1.320907090709e+05   4.443667121518e+11   7.119539631371e-05  
 1.321052105211e+05   4.440425571440e+11   7.114346095578e-05  
 1.321197119712e+05   4.437186450070e+11   7.109156451003e-05  
 1.321342134213e+05   4.433949755527e+11   7.103970694636e-05  
 1.321487148715e+05   4.430715485935e+11   7.098788823467e-05  
 1.321632163216e+05   4.427483639417e+11   7.093610834491e-05  
 1.321777177718e+05   4.424254214098e+11   7.088436724704e-05  
 1.321922192219e+05   4.421027208105e+11   7.083266491104e-05  
 1.322067206721e+05   4.417802619566e+11   7.078100130693e-05  
 1.322212221222e+05   4.414580446611e+11   7.072937640474e-05  
 1.322357235724e+05   4.411360687372e+11   7.067779017453e-05  
 1.322502250225e+05   4.408143339980e+11   7.062624258639e-05  
 1.322647264726e+05   4.404928402570e+11   7.057473361041e-05  
 1.322792279228e+05   4.401715873279e+11   7.052326321674e-05  
 1.322937293729e+05   4.398505750242e+11   7.047183137552e-05  
 1.323082308231e+05   4.395298031599e+11   7.042043805694e-05  
 1.323227322732e+05   4.392092715490e+11   7.036908323120e-05  
 1.323372337234e+05   4.388889800057e+11   7.031776686852e-05  
 1.323517351735e+05   4.385689283443e+11   7.026648893916e-05  
 1.323662366237e+05   4.382491163792e+11   7.021524941339e-05  
 1.323807380738e+05   4.379295439251e+11   7.016404826151e-05  
 1.323952395240e+05   4.376102107968e+11   7.011288545384e-05  
 1.324097409741e+05   4.372911168091e+11   7.006176096073e-05  
 1.324242424242e+05   4.369722617771e+11   7.001067475255e-05  
 1.324387438744e+05   4.366536455161e+11   6.995962679968e-05  
 1.324532453245e+05   4.363352678414e+11   6.990861707256e-05  
 1.324677467747e+05   4.360171285684e+11   6.985764554161e-05  
 1.324822482248e+05   4.356992275129e+11   6.980671217730e-05  
 1.324967496750e+05   4.353815644907e+11   6.975581695013e-05  
 1.325112511251e+05   4.350641393176e+11   6.970495983060e-05  
 1.325257525753e+05   4.347469518099e+11   6.965414078925e-05  
 1.325402540254e+05   4.344300017837e+11   6.960335979664e-05  
 1.325547554755e+05   4.341132890555e+11   6.955261682335e-05  
 1.325692569257e+05   4.337968134417e+11   6.950191183999e-05  
 1.325837583758e+05   4.334805747591e+11   6.945124481719e-05  
 1.325982598260e+05   4.331645728245e+11   6.940061572560e-05  
 1.326127612761e+05   4.328488074549e+11   6.935002453590e-05  
 1.326272627263e+05   4.325332784674e+11   6.929947121879e-05  
 1.326417641764e+05   4.322179856793e+11   6.924895574499e-05  
 1.326562656266e+05   4.319029289080e+11   6.919847808525e-05  
 1.326707670767e+05   4.315881079710e+11   6.914803821034e-05  
 1.326852685269e+05   4.312735226862e+11   6.909763609107e-05  
 1.326997699770e+05   4.309591728713e+11   6.904727169823e-05  
 1.327142714271e+05   4.306450583443e+11   6.899694500268e-05  
 1.327287728773e+05   4.303311789235e+11   6.894665597528e-05  
 1.327432743274e+05   4.300175344270e+11   6.889640458692e-05  
 1.327577757776e+05   4.297041246734e+11   6.884619080851e-05  
 1.327722772277e+05   4.293909494812e+11   6.879601461098e-05  
 1.327867786779e+05   4.290780086692e+11   6.874587596530e-05  
 1.328012801280e+05   4.287653020562e+11   6.869577484243e-05  
 1.328157815782e+05   4.284528294612e+11   6.864571121340e-05  
 1.328302830283e+05   4.281405907035e+11   6.859568504922e-05  
 1.328447844784e+05   4.278285856024e+11   6.854569632094e-05  
 1.328592859286e+05   4.275168139773e+11   6.849574499965e-05  
 1.328737873787e+05   4.272052756477e+11   6.844583105643e-05  
 1.328882888289e+05   4.268939704335e+11   6.839595446241e-05  
 1.329027902790e+05   4.265828981546e+11   6.834611518873e-05  
 1.329172917292e+05   4.262720586309e+11   6.829631320655e-05  
 1.329317931793e+05   4.259614516827e+11   6.824654848708e-05  
 1.329462946295e+05   4.256510771303e+11   6.819682100151e-05  
 1.329607960796e+05   4.253409347941e+11   6.814713072109e-05  
 1.329752975298e+05   4.250310244948e+11   6.809747761707e-05  
 1.329897989799e+05   4.247213460532e+11   6.804786166074e-05  
 1.330043004300e+05   4.244118992900e+11   6.799828282340e-05  
 1.330188018802e+05   4.241026840264e+11   6.794874107638e-05  
 1.330333033303e+05   4.237937000836e+11   6.789923639103e-05  
 1.330478047805e+05   4.234849472828e+11   6.784976873872e-05  
 1.330623062306e+05   4.231764254456e+11   6.780033809086e-05  
 1.330768076808e+05   4.228681343935e+11   6.775094441885e-05  
 1.330913091309e+05   4.225600739484e+11   6.770158769414e-05  
 1.331058105811e+05   4.222522439321e+11   6.765226788821e-05  
 1.331203120312e+05   4.219446441666e+11   6.760298497252e-05  
 1.331348134813e+05   4.216372744743e+11   6.755373891861e-05  
 1.331493149315e+05   4.213301346772e+11   6.750452969800e-05  
 1.331638163816e+05   4.210232245981e+11   6.745535728224e-05  
 1.331783178318e+05   4.207165440594e+11   6.740622164292e-05  
 1.331928192819e+05   4.204100928839e+11   6.735712275164e-05  
 1.332073207321e+05   4.201038708946e+11   6.730806058002e-05  
 1.332218221822e+05   4.197978779143e+11   6.725903509971e-05  
 1.332363236324e+05   4.194921137665e+11   6.721004628239e-05  
 1.332508250825e+05   4.191865782742e+11   6.716109409974e-05  
 1.332653265327e+05   4.188812712611e+11   6.711217852348e-05  
 1.332798279828e+05   4.185761925507e+11   6.706329952535e-05  
 1.332943294329e+05   4.182713419668e+11   6.701445707710e-05  
 1.333088308831e+05   4.179667193332e+11   6.696565115054e-05  
 1.333233323332e+05   4.176623244740e+11   6.691688171744e-05  
 1.333378337834e+05   4.173581572134e+11   6.686814874966e-05  
 1.333523352335e+05   4.170542173756e+11   6.681945221904e-05  
 1.333668366837e+05   4.167505047851e+11   6.677079209744e-05  
 1.333813381338e+05   4.164470192665e+11   6.672216835678e-05  
 1.333958395840e+05   4.161437606446e+11   6.667358096896e-05  
 1.334103410341e+05   4.158407287441e+11   6.662502990594e-05  
 1.334248424842e+05   4.155379233902e+11   6.657651513966e-05  
 1.334393439344e+05   4.152353444079e+11   6.652803664212e-05  
 1.334538453845e+05   4.149329916225e+11   6.647959438533e-05  
 1.334683468347e+05   4.146308648595e+11   6.643118834132e-05  
 1.334828482848e+05   4.143289639445e+11   6.638281848213e-05  
 1.334973497350e+05   4.140272887032e+11   6.633448477986e-05  
 1.335118511851e+05   4.137258389613e+11   6.628618720658e-05  
 1.335263526353e+05   4.134246145449e+11   6.623792573444e-05  
 1.335408540854e+05   4.131236152802e+11   6.618970033555e-05  
 1.335553555356e+05   4.128228409934e+11   6.614151098210e-05  
 1.335698569857e+05   4.125222915108e+11   6.609335764627e-05  
 1.335843584358e+05   4.122219666591e+11   6.604524030027e-05  
 1.335988598860e+05   4.119218662649e+11   6.599715891633e-05  
 1.336133613361e+05   4.116219901551e+11   6.594911346670e-05  
 1.336278627863e+05   4.113223381565e+11   6.590110392367e-05  
 1.336423642364e+05   4.110229100964e+11   6.585313025951e-05  
 1.336568656866e+05   4.107237058019e+11   6.580519244657e-05  
 1.336713671367e+05   4.104247251005e+11   6.575729045718e-05  
 1.336858685869e+05   4.101259678195e+11   6.570942426371e-05  
 1.337003700370e+05   4.098274337868e+11   6.566159383853e-05  
 1.337148714871e+05   4.095291228300e+11   6.561379915407e-05  
 1.337293729373e+05   4.092310347771e+11   6.556604018275e-05  
 1.337438743874e+05   4.089331694562e+11   6.551831689702e-05  
 1.337583758376e+05   4.086355266954e+11   6.547062926936e-05  
 1.337728772877e+05   4.083381063231e+11   6.542297727227e-05  
 1.337873787379e+05   4.080409081679e+11   6.537536087827e-05  
 1.338018801880e+05   4.077439320582e+11   6.532778005989e-05  
 1.338163816382e+05   4.074471778228e+11   6.528023478970e-05  
 1.338308830883e+05   4.071506452907e+11   6.523272504028e-05  
 1.338453845385e+05   4.068543342909e+11   6.518525078424e-05  
 1.338598859886e+05   4.065582446524e+11   6.513781199422e-05  
 1.338743874387e+05   4.062623762047e+11   6.509040864285e-05  
 1.338888888889e+05   4.059667287771e+11   6.504304070281e-05  
 1.339033903390e+05   4.056713021992e+11   6.499570814680e-05  
 1.339178917892e+05   4.053760963008e+11   6.494841094753e-05  
 1.339323932393e+05   4.050811109116e+11   6.490114907774e-05  
 1.339468946895e+05   4.047863458617e+11   6.485392251019e-05  
 1.339613961396e+05   4.044918009812e+11   6.480673121766e-05  
 1.339758975898e+05   4.041974761002e+11   6.475957517296e-05  
 1.339903990399e+05   4.039033710493e+11   6.471245434890e-05  
 1.340049004900e+05   4.036094856588e+11   6.466536871834e-05  
 1.340194019402e+05   4.033158197596e+11   6.461831825414e-05  
 1.340339033903e+05   4.030223731823e+11   6.457130292919e-05  
 1.340484048405e+05   4.027291457579e+11   6.452432271641e-05  
 1.340629062906e+05   4.024361373175e+11   6.447737758873e-05  
 1.340774077408e+05   4.021433476922e+11   6.443046751910e-05  
 1.340919091909e+05   4.018507767134e+11   6.438359248050e-05  
 1.341064106411e+05   4.015584242126e+11   6.433675244593e-05  
 1.341209120912e+05   4.012662900213e+11   6.428994738841e-05  
 1.341354135414e+05   4.009743739714e+11   6.424317728097e-05  
 1.341499149915e+05   4.006826758946e+11   6.419644209669e-05  
 1.341644164416e+05   4.003911956229e+11   6.414974180864e-05  
 1.341789178918e+05   4.000999329886e+11   6.410307638993e-05  
 1.341934193419e+05   3.998088878239e+11   6.405644581370e-05  
 1.342079207921e+05   3.995180599611e+11   6.400985005307e-05  
 1.342224222422e+05   3.992274492329e+11   6.396328908124e-05  
 1.342369236924e+05   3.989370554719e+11   6.391676287139e-05  
 1.342514251425e+05   3.986468785109e+11   6.387027139673e-05  
 1.342659265927e+05   3.983569181829e+11   6.382381463049e-05  
 1.342804280428e+05   3.980671743209e+11   6.377739254594e-05  
 1.342949294929e+05   3.977776467582e+11   6.373100511635e-05  
 1.343094309431e+05   3.974883353280e+11   6.368465231501e-05  
 1.343239323932e+05   3.971992398640e+11   6.363833411526e-05  
 1.343384338434e+05   3.969103601995e+11   6.359205049042e-05  
 1.343529352935e+05   3.966216961685e+11   6.354580141387e-05  
 1.343674367437e+05   3.963332476048e+11   6.349958685898e-05  
 1.343819381938e+05   3.960450143424e+11   6.345340679916e-05  
 1.343964396440e+05   3.957569962154e+11   6.340726120783e-05  
 1.344109410941e+05   3.954691930581e+11   6.336115005846e-05  
 1.344254425443e+05   3.951816047049e+11   6.331507332449e-05  
 1.344399439944e+05   3.948942309904e+11   6.326903097943e-05  
 1.344544454445e+05   3.946070717492e+11   6.322302299677e-05  
 1.344689468947e+05   3.943201268161e+11   6.317704935007e-05  
 1.344834483448e+05   3.940333960261e+11   6.313111001286e-05  
 1.344979497950e+05   3.937468792141e+11   6.308520495873e-05  
 1.345124512451e+05   3.934605762155e+11   6.303933416126e-05  
 1.345269526953e+05   3.931744868655e+11   6.299349759408e-05  
 1.345414541454e+05   3.928886109996e+11   6.294769523082e-05  
 1.345559555956e+05   3.926029484534e+11   6.290192704515e-05  
 1.345704570457e+05   3.923174990625e+11   6.285619301073e-05  
 1.345849584958e+05   3.920322626630e+11   6.281049310128e-05  
 1.345994599460e+05   3.917472390907e+11   6.276482729051e-05  
 1.346139613961e+05   3.914624281817e+11   6.271919555216e-05  
 1.346284628463e+05   3.911778297723e+11   6.267359786000e-05  
 1.346429642964e+05   3.908934436989e+11   6.262803418782e-05  
 1.346574657466e+05   3.906092697980e+11   6.258250450942e-05  
 1.346719671967e+05   3.903253079062e+11   6.253700879862e-05  
 1.346864686469e+05   3.900415578603e+11   6.249154702928e-05  
 1.347009700970e+05   3.897580194972e+11   6.244611917526e-05  
 1.347154715472e+05   3.894746926539e+11   6.240072521045e-05  
 1.347299729973e+05   3.891915771676e+11   6.235536510875e-05  
 1.347444744474e+05   3.889086728755e+11   6.231003884411e-05  
 1.347589758976e+05   3.886259796151e+11   6.226474639047e-05  
 1.347734773477e+05   3.883434972240e+11   6.221948772181e-05  
 1.347879787979e+05   3.880612255397e+11   6.217426281211e-05  
 1.348024802480e+05   3.877791644001e+11   6.212907163539e-05  
 1.348169816982e+05   3.874973136432e+11   6.208391416569e-05  
 1.348314831483e+05   3.872156731070e+11   6.203879037706e-05  
 1.348459845985e+05   3.869342426297e+11   6.199370024357e-05  
 1.348604860486e+05   3.866530220496e+11   6.194864373933e-05  
 1.348749874987e+05   3.863720112052e+11   6.190362083845e-05  
 1.348894889489e+05   3.860912099350e+11   6.185863151506e-05  
 1.349039903990e+05   3.858106180778e+11   6.181367574334e-05  
 1.349184918492e+05   3.855302354724e+11   6.176875349745e-05  
 1.349329932993e+05   3.852500619578e+11   6.172386475159e-05  
 1.349474947495e+05   3.849700973731e+11   6.167900947999e-05  
 1.349619961996e+05   3.846903415575e+11   6.163418765688e-05  
 1.349764976498e+05   3.844107943503e+11   6.158939925654e-05  
 1.349909990999e+05   3.841314555910e+11   6.154464425323e-05  
 1.350055005501e+05   3.838523251193e+11   6.149992262127e-05  
 1.350200020002e+05   3.835734027748e+11   6.145523433497e-05  
 1.350345034503e+05   3.832946883975e+11   6.141057936868e-05  
 1.350490049005e+05   3.830161818273e+11   6.136595769676e-05  
 1.350635063506e+05   3.827378829043e+11   6.132136929359e-05  
 1.350780078008e+05   3.824597914689e+11   6.127681413359e-05  
 1.350925092509e+05   3.821819073613e+11   6.123229219118e-05  
 1.351070107011e+05   3.819042304221e+11   6.118780344080e-05  
 1.351215121512e+05   3.816267604918e+11   6.114334785691e-05  
 1.351360136014e+05   3.813494974114e+11   6.109892541401e-05  
 1.351505150515e+05   3.810724410215e+11   6.105453608660e-05  
 1.351650165017e+05   3.807955911633e+11   6.101017984921e-05  
 1.351795179518e+05   3.805189476779e+11   6.096585667638e-05  
 1.351940194019e+05   3.802425104065e+11   6.092156654268e-05  
 1.352085208521e+05   3.799662791906e+11   6.087730942271e-05  
 1.352230223022e+05   3.796902538716e+11   6.083308529106e-05  
 1.352375237524e+05   3.794144342912e+11   6.078889412237e-05  
 1.352520252025e+05   3.791388202912e+11   6.074473589128e-05  
 1.352665266527e+05   3.788634117134e+11   6.070061057247e-05  
 1.352810281028e+05   3.785882083999e+11   6.065651814062e-05  
 1.352955295530e+05   3.783132101928e+11   6.061245857044e-05  
 1.353100310031e+05   3.780384169344e+11   6.056843183666e-05  
 1.353245324532e+05   3.777638284671e+11   6.052443791403e-05  
 1.353390339034e+05   3.774894446334e+11   6.048047677732e-05  
 1.353535353535e+05   3.772152652760e+11   6.043654840133e-05  
 1.353680368037e+05   3.769412902376e+11   6.039265276084e-05  
 1.353825382538e+05   3.766675193611e+11   6.034878983071e-05  
 1.353970397040e+05   3.763939524896e+11   6.030495958578e-05  
 1.354115411541e+05   3.761205894662e+11   6.026116200091e-05  
 1.354260426043e+05   3.758474301343e+11   6.021739705101e-05  
 1.354405440544e+05   3.755744743371e+11   6.017366471097e-05  
 1.354550455046e+05   3.753017219182e+11   6.012996495572e-05  
 1.354695469547e+05   3.750291727212e+11   6.008629776023e-05  
 1.354840484048e+05   3.747568265900e+11   6.004266309945e-05  
 1.354985498550e+05   3.744846833685e+11   5.999906094839e-05  
 1.355130513051e+05   3.742127429006e+11   5.995549128203e-05  
 1.355275527553e+05   3.739410050305e+11   5.991195407543e-05  
 1.355420542054e+05   3.736694696024e+11   5.986844930362e-05  
 1.355565556556e+05   3.733981364609e+11   5.982497694167e-05  
 1.355710571057e+05   3.731270054503e+11   5.978153696468e-05  
 1.355855585559e+05   3.728560764153e+11   5.973812934776e-05  
 1.356000600060e+05   3.725853492008e+11   5.969475406602e-05  
 1.356145614561e+05   3.723148236515e+11   5.965141109463e-05  
 1.356290629063e+05   3.720444996125e+11   5.960810040874e-05  
 1.356435643564e+05   3.717743769290e+11   5.956482198356e-05  
 1.356580658066e+05   3.715044554462e+11   5.952157579428e-05  
 1.356725672567e+05   3.712347350094e+11   5.947836181613e-05  
 1.356870687069e+05   3.709652154643e+11   5.943518002437e-05  
 1.357015701570e+05   3.706958966564e+11   5.939203039425e-05  
 1.357160716072e+05   3.704267784314e+11   5.934891290107e-05  
 1.357305730573e+05   3.701578606353e+11   5.930582752012e-05  
 1.357450745075e+05   3.698891431140e+11   5.926277422675e-05  
 1.357595759576e+05   3.696206257137e+11   5.921975299629e-05  
 1.357740774077e+05   3.693523082806e+11   5.917676380411e-05  
 1.357885788579e+05   3.690841906611e+11   5.913380662559e-05  
 1.358030803080e+05   3.688162727016e+11   5.909088143615e-05  
 1.358175817582e+05   3.685485542488e+11   5.904798821119e-05  
 1.358320832083e+05   3.682810351494e+11   5.900512692618e-05  
 1.358465846585e+05   3.680137152503e+11   5.896229755656e-05  
 1.358610861086e+05   3.677465943984e+11   5.891950007783e-05  
 1.358755875588e+05   3.674796724409e+11   5.887673446548e-05  
 1.358900890089e+05   3.672129492249e+11   5.883400069504e-05  
 1.359045904590e+05   3.669464245978e+11   5.879129874205e-05  
 1.359190919092e+05   3.666800984071e+11   5.874862858207e-05  
 1.359335933593e+05   3.664139705003e+11   5.870599019068e-05  
 1.359480948095e+05   3.661480407252e+11   5.866338354348e-05  
 1.359625962596e+05   3.658823089295e+11   5.862080861609e-05  
 1.359770977098e+05   3.656167749613e+11   5.857826538414e-05  
 1.359915991599e+05   3.653514386686e+11   5.853575382331e-05  
 1.360061006101e+05   3.650862998995e+11   5.849327390925e-05  
 1.360206020602e+05   3.648213585025e+11   5.845082561768e-05  
 1.360351035104e+05   3.645566143259e+11   5.840840892430e-05  
 1.360496049605e+05   3.642920672182e+11   5.836602380486e-05  
 1.360641064106e+05   3.640277170282e+11   5.832367023510e-05  
 1.360786078608e+05   3.637635636047e+11   5.828134819080e-05  
 1.360931093109e+05   3.634996067965e+11   5.823905764775e-05  
 1.361076107611e+05   3.632358464527e+11   5.819679858177e-05  
 1.361221122112e+05   3.629722824225e+11   5.815457096869e-05  
 1.361366136614e+05   3.627089145550e+11   5.811237478436e-05  
 1.361511151115e+05   3.624457426998e+11   5.807021000464e-05  
 1.361656165617e+05   3.621827667063e+11   5.802807660544e-05  
 1.361801180118e+05   3.619199864242e+11   5.798597456265e-05  
 1.361946194619e+05   3.616574017032e+11   5.794390385220e-05  
 1.362091209121e+05   3.613950123932e+11   5.790186445005e-05  
 1.362236223622e+05   3.611328183441e+11   5.785985633215e-05  
 1.362381238124e+05   3.608708194062e+11   5.781787947450e-05  
 1.362526252625e+05   3.606090154295e+11   5.777593385309e-05  
 1.362671267127e+05   3.603474062645e+11   5.773401944395e-05  
 1.362816281628e+05   3.600859917617e+11   5.769213622313e-05  
 1.362961296130e+05   3.598247717716e+11   5.765028416668e-05  
 1.363106310631e+05   3.595637461449e+11   5.760846325068e-05  
 1.363251325133e+05   3.593029147325e+11   5.756667345124e-05  
 1.363396339634e+05   3.590422773852e+11   5.752491474447e-05  
 1.363541354135e+05   3.587818339542e+11   5.748318710651e-05  
 1.363686368637e+05   3.585215842907e+11   5.744149051352e-05  
 1.363831383138e+05   3.582615282459e+11   5.739982494167e-05  
 1.363976397640e+05   3.580016656713e+11   5.735819036716e-05  
 1.364121412141e+05   3.577419964183e+11   5.731658676619e-05  
 1.364266426643e+05   3.574825203387e+11   5.727501411501e-05  
 1.364411441144e+05   3.572232372842e+11   5.723347238986e-05  
 1.364556455646e+05   3.569641471067e+11   5.719196156701e-05  
 1.364701470147e+05   3.567052496582e+11   5.715048162276e-05  
 1.364846484648e+05   3.564465447909e+11   5.710903253340e-05  
 1.364991499150e+05   3.561880323569e+11   5.706761427527e-05  
 1.365136513651e+05   3.559297122087e+11   5.702622682471e-05  
 1.365281528153e+05   3.556715841987e+11   5.698487015809e-05  
 1.365426542654e+05   3.554136481795e+11   5.694354425179e-05  
 1.365571557156e+05   3.551559040038e+11   5.690224908220e-05  
 1.365716571657e+05   3.548983515245e+11   5.686098462576e-05  
 1.365861586159e+05   3.546409905944e+11   5.681975085890e-05  
 1.366006600660e+05   3.543838210667e+11   5.677854775808e-05  
 1.366151615162e+05   3.541268427946e+11   5.673737529977e-05  
 1.366296629663e+05   3.538700556312e+11   5.669623346047e-05  
 1.366441644164e+05   3.536134594302e+11   5.665512221669e-05  
 1.366586658666e+05   3.533570540448e+11   5.661404154497e-05  
 1.366731673167e+05   3.531008393289e+11   5.657299142186e-05  
 1.366876687669e+05   3.528448151362e+11   5.653197182393e-05  
 1.367021702170e+05   3.525889813205e+11   5.649098272776e-05  
 1.367166716672e+05   3.523333377359e+11   5.645002410997e-05  
 1.367311731173e+05   3.520778842364e+11   5.640909594718e-05  
 1.367456745675e+05   3.518226206764e+11   5.636819821603e-05  
 1.367601760176e+05   3.515675469100e+11   5.632733089319e-05  
 1.367746774677e+05   3.513126627918e+11   5.628649395534e-05  
 1.367891789179e+05   3.510579681764e+11   5.624568737917e-05  
 1.368036803680e+05   3.508034629184e+11   5.620491114142e-05  
 1.368181818182e+05   3.505491468727e+11   5.616416521880e-05  
 1.368326832683e+05   3.502950198941e+11   5.612344958809e-05  
 1.368471847185e+05   3.500410818377e+11   5.608276422605e-05  
 1.368616861686e+05   3.497873325587e+11   5.604210910948e-05  
 1.368761876188e+05   3.495337719123e+11   5.600148421518e-05  
 1.368906890689e+05   3.492803997539e+11   5.596088951999e-05  
 1.369051905191e+05   3.490272159390e+11   5.592032500075e-05  
 1.369196919692e+05   3.487742203232e+11   5.587979063433e-05  
 1.369341934193e+05   3.485214127622e+11   5.583928639762e-05  
 1.369486948695e+05   3.482687931118e+11   5.579881226751e-05  
 1.369631963196e+05   3.480163612281e+11   5.575836822094e-05  
 1.369776977698e+05   3.477641169670e+11   5.571795423482e-05  
 1.369921992199e+05   3.475120601849e+11   5.567757028614e-05  
 1.370067006701e+05   3.472601907378e+11   5.563721635185e-05  
 1.370212021202e+05   3.470085084824e+11   5.559689240897e-05  
 1.370357035704e+05   3.467570132750e+11   5.555659843448e-05  
 1.370502050205e+05   3.465057049724e+11   5.551633440544e-05  
 1.370647064706e+05   3.462545834312e+11   5.547610029889e-05  
 1.370792079208e+05   3.460036485084e+11   5.543589609189e-05  
 1.370937093709e+05   3.457529000609e+11   5.539572176153e-05  
 1.371082108211e+05   3.455023379459e+11   5.535557728492e-05  
 1.371227122712e+05   3.452519620204e+11   5.531546263918e-05  
 1.371372137214e+05   3.450017721419e+11   5.527537780144e-05  
 1.371517151715e+05   3.447517681678e+11   5.523532274887e-05  
 1.371662166217e+05   3.445019499556e+11   5.519529745863e-05  
 1.371807180718e+05   3.442523173630e+11   5.515530190794e-05  
 1.371952195220e+05   3.440028702478e+11   5.511533607399e-05  
 1.372097209721e+05   3.437536084678e+11   5.507539993402e-05  
 1.372242224222e+05   3.435045318810e+11   5.503549346528e-05  
 1.372387238724e+05   3.432556403455e+11   5.499561664503e-05  
