#F spectrum.dat

#S 1 Wiggler spectrum
#N 3
#L PhotonEnergy[eV]  Flux[phot/s/0.1%bw]  PowerDensity[W/eV]
 3.681618161816e+04   8.392977231947e+13   1.344703201072e-02  
 3.683068306831e+04   8.385649427225e+13   1.343529157322e-02  
 3.684518451845e+04   8.378328125029e+13   1.342356155391e-02  
 3.685968596860e+04   8.371013319694e+13   1.341184194372e-02  
 3.687418741874e+04   8.363705005566e+13   1.340013273359e-02  
 3.688868886889e+04   8.356403176986e+13   1.338843391445e-02  
 3.690319031903e+04   8.349107828317e+13   1.337674547728e-02  
 3.691769176918e+04   8.341818953904e+13   1.336506741300e-02  
 3.693219321932e+04   8.334536548109e+13   1.335339971260e-02  
 3.694669466947e+04   8.327260605302e+13   1.334174236704e-02  
 3.696119611961e+04   8.319991119843e+13   1.333009536730e-02  
 3.697569756976e+04   8.312728086111e+13   1.331845870436e-02  
 3.699019901990e+04   8.305471498479e+13   1.330683236922e-02  
 3.700470047005e+04   8.298221351334e+13   1.329521635287e-02  
 3.701920192019e+04   8.290977639057e+13   1.328361064631e-02  
 3.703370337034e+04   8.283740356043e+13   1.327201524057e-02  
 3.704820482048e+04   8.276509496677e+13   1.326043012666e-02  
 3.706270627063e+04   8.269285055374e+13   1.324885529561e-02  
 3.707720772077e+04   8.262067026517e+13   1.323729073843e-02  
 3.709170917092e+04   8.254855404534e+13   1.322573644619e-02  
 3.710621062106e+04   8.247650183829e+13   1.321419240994e-02  
 3.712071207121e+04   8.240451358814e+13   1.320265862071e-02  
 3.713521352135e+04   8.233258923917e+13   1.319113506957e-02  
 3.714971497150e+04   8.226072873556e+13   1.317962174759e-02  
 3.716421642164e+04   8.218893202163e+13   1.316811864585e-02  
 3.717871787179e+04   8.211719904177e+13   1.315662575542e-02  
 3.719321932193e+04   8.204552974030e+13   1.314514306741e-02  
 3.720772077208e+04   8.197392406162e+13   1.313367057288e-02  
 3.722222222222e+04   8.190238195028e+13   1.312220826297e-02  
 3.723672367237e+04   8.183090335073e+13   1.311075612876e-02  
 3.725122512251e+04   8.175948820756e+13   1.309931416140e-02  
 3.726572657266e+04   8.168813646534e+13   1.308788235198e-02  
 3.728022802280e+04   8.161684806873e+13   1.307646069164e-02  
 3.729472947295e+04   8.154562296241e+13   1.306504917153e-02  
 3.730923092309e+04   8.147446109105e+13   1.305364778278e-02  
 3.732373237324e+04   8.140336239952e+13   1.304225651655e-02  
 3.733823382338e+04   8.133232683256e+13   1.303087536400e-02  
 3.735273527353e+04   8.126135433507e+13   1.301950431628e-02  
 3.736723672367e+04   8.119044485189e+13   1.300814336458e-02  
 3.738173817382e+04   8.111959832805e+13   1.299679250007e-02  
 3.739623962396e+04   8.104881470845e+13   1.298545171393e-02  
 3.741074107411e+04   8.097809393812e+13   1.297412099735e-02  
 3.742524252425e+04   8.090743605436e+13   1.296280035632e-02  
 3.743974397440e+04   8.083684081818e+13   1.295148975253e-02  
 3.745424542454e+04   8.076630826662e+13   1.294018919192e-02  
 3.746874687469e+04   8.069583834489e+13   1.292889866572e-02  
 3.748324832483e+04   8.062543099829e+13   1.291761816516e-02  
 3.749774977498e+04   8.055508617204e+13   1.290634768147e-02  
 3.751225122512e+04   8.048480381146e+13   1.289508720588e-02  
 3.752675267527e+04   8.041458386199e+13   1.288383672965e-02  
 3.754125412541e+04   8.034442626901e+13   1.287259624403e-02  
 3.755575557556e+04   8.027433097796e+13   1.286136574029e-02  
 3.757025702570e+04   8.020429793434e+13   1.285014520968e-02  
 3.758475847585e+04   8.013432708375e+13   1.283893464349e-02  
 3.759925992599e+04   8.006441837168e+13   1.282773403299e-02  
 3.761376137614e+04   7.999457174391e+13   1.281654336949e-02  
 3.762826282628e+04   7.992478714595e+13   1.280536264427e-02  
 3.764276427643e+04   7.985506452357e+13   1.279419184862e-02  
 3.765726572657e+04   7.978540382253e+13   1.278303097387e-02  
 3.767176717672e+04   7.971580498869e+13   1.277188001134e-02  
 3.768626862686e+04   7.964626796778e+13   1.276073895233e-02  
 3.770077007701e+04   7.957679270578e+13   1.274960778819e-02  
 3.771527152715e+04   7.950737914855e+13   1.273848651024e-02  
 3.772977297730e+04   7.943802724212e+13   1.272737510984e-02  
 3.774427442744e+04   7.936873693244e+13   1.271627357832e-02  
 3.775877587759e+04   7.929950816561e+13   1.270518190706e-02  
 3.777327732773e+04   7.923034088772e+13   1.269410008742e-02  
 3.778777877788e+04   7.916123504490e+13   1.268302811075e-02  
 3.780228022802e+04   7.909219058334e+13   1.267196596845e-02  
 3.781678167817e+04   7.902320744926e+13   1.266091365189e-02  
 3.783128312831e+04   7.895428558892e+13   1.264987115247e-02  
 3.784578457846e+04   7.888542494868e+13   1.263883846159e-02  
 3.786028602860e+04   7.881662547485e+13   1.262781557065e-02  
 3.787478747875e+04   7.874788711379e+13   1.261680247106e-02  
 3.788928892889e+04   7.867920981204e+13   1.260579915424e-02  
 3.790379037904e+04   7.861059351597e+13   1.259480561162e-02  
 3.791829182918e+04   7.854203817215e+13   1.258382183462e-02  
 3.793279327933e+04   7.847354372718e+13   1.257284781469e-02  
 3.794729472947e+04   7.840511012756e+13   1.256188354326e-02  
 3.796179617962e+04   7.833673732010e+13   1.255092901181e-02  
 3.797629762976e+04   7.826842525133e+13   1.253998421177e-02  
 3.799079907991e+04   7.820017386811e+13   1.252904913462e-02  
 3.800530053005e+04   7.813198311715e+13   1.251812377184e-02  
 3.801980198020e+04   7.806385294527e+13   1.250720811489e-02  
 3.803430343034e+04   7.799578329931e+13   1.249630215527e-02  
 3.804880488049e+04   7.792777412629e+13   1.248540588448e-02  
 3.806330633063e+04   7.785982537302e+13   1.247451929400e-02  
 3.807780778078e+04   7.779193698651e+13   1.246364237534e-02  
 3.809230923092e+04   7.772410891389e+13   1.245277512003e-02  
 3.810681068107e+04   7.765634110212e+13   1.244191751957e-02  
 3.812131213121e+04   7.758863349832e+13   1.243106956550e-02  
 3.813581358136e+04   7.752098604972e+13   1.242023124935e-02  
 3.815031503150e+04   7.745339870347e+13   1.240940256266e-02  
 3.816481648165e+04   7.738587140682e+13   1.239858349697e-02  
 3.817931793179e+04   7.731840410700e+13   1.238777404384e-02  
 3.819381938194e+04   7.725099675144e+13   1.237697419484e-02  
 3.820832083208e+04   7.718364928741e+13   1.236618394151e-02  
 3.822282228223e+04   7.711636166234e+13   1.235540327545e-02  
 3.823732373237e+04   7.704913382376e+13   1.234463218824e-02  
 3.825182518252e+04   7.698196571904e+13   1.233387067144e-02  
 3.826632663266e+04   7.691485729580e+13   1.232311871668e-02  
 3.828082808281e+04   7.684780850152e+13   1.231237631552e-02  
 3.829532953295e+04   7.678081928394e+13   1.230164345961e-02  
 3.830983098310e+04   7.671388959064e+13   1.229092014054e-02  
 3.832433243324e+04   7.664701936936e+13   1.228020634993e-02  
 3.833883388339e+04   7.658020856780e+13   1.226950207942e-02  
 3.835333533353e+04   7.651345713376e+13   1.225880732063e-02  
 3.836783678368e+04   7.644676501509e+13   1.224812206521e-02  
 3.838233823382e+04   7.638013215964e+13   1.223744630480e-02  
 3.839683968397e+04   7.631355851534e+13   1.222678003107e-02  
 3.841134113411e+04   7.624704403009e+13   1.221612323566e-02  
 3.842584258426e+04   7.618058865189e+13   1.220547591024e-02  
 3.844034403440e+04   7.611419232886e+13   1.219483804651e-02  
 3.845484548455e+04   7.604785500899e+13   1.218420963612e-02  
 3.846934693469e+04   7.598157664038e+13   1.217359067077e-02  
 3.848384838484e+04   7.591535726603e+13   1.216298115734e-02  
 3.849834983498e+04   7.584919664483e+13   1.215238105720e-02  
 3.851285128513e+04   7.578309481951e+13   1.214179037720e-02  
 3.852735273527e+04   7.571705173839e+13   1.213120910906e-02  
 3.854185418542e+04   7.565106734975e+13   1.212063724449e-02  
 3.855635563556e+04   7.558514160206e+13   1.211007477524e-02  
 3.857085708571e+04   7.551927444363e+13   1.209952169302e-02  
 3.858535853585e+04   7.545346582291e+13   1.208897798958e-02  
 3.859985998600e+04   7.538771568848e+13   1.207844365667e-02  
 3.861436143614e+04   7.532202398877e+13   1.206791868604e-02  
 3.862886288629e+04   7.525639067241e+13   1.205740306945e-02  
 3.864336433643e+04   7.519081568804e+13   1.204689679868e-02  
 3.865786578658e+04   7.512529898424e+13   1.203639986548e-02  
 3.867236723672e+04   7.505984050971e+13   1.202591226164e-02  
 3.868686868687e+04   7.499444021328e+13   1.201543397896e-02  
 3.870137013701e+04   7.492909804367e+13   1.200496500923e-02  
 3.871587158716e+04   7.486381394972e+13   1.199450534424e-02  
 3.873037303730e+04   7.479858788029e+13   1.198405497580e-02  
 3.874487448745e+04   7.473341978424e+13   1.197361389572e-02  
 3.875937593759e+04   7.466830961058e+13   1.196318209584e-02  
 3.877387738774e+04   7.460325730828e+13   1.195275956796e-02  
 3.878837883788e+04   7.453826282632e+13   1.194234630393e-02  
 3.880288028803e+04   7.447332611386e+13   1.193194229559e-02  
 3.881738173817e+04   7.440844711989e+13   1.192154753477e-02  
 3.883188318832e+04   7.434362579370e+13   1.191116201335e-02  
 3.884638463846e+04   7.427886208434e+13   1.190078572316e-02  
 3.886088608861e+04   7.421415594115e+13   1.189041865609e-02  
 3.887538753875e+04   7.414950731335e+13   1.188006080401e-02  
 3.888988898890e+04   7.408491624609e+13   1.186971217413e-02  
 3.890439043904e+04   7.402038249732e+13   1.185937272769e-02  
 3.891889188919e+04   7.395590611203e+13   1.184904247190e-02  
 3.893339333933e+04   7.389148703968e+13   1.183872139865e-02  
 3.894789478948e+04   7.382712522969e+13   1.182840949984e-02  
 3.896239623962e+04   7.376282063161e+13   1.181810676739e-02  
 3.897689768977e+04   7.369857319505e+13   1.180781319323e-02  
 3.899139913991e+04   7.363438286952e+13   1.179752876926e-02  
 3.900590059006e+04   7.357024960472e+13   1.178725348742e-02  
 3.902040204020e+04   7.350617335034e+13   1.177698733967e-02  
 3.903490349035e+04   7.344215405609e+13   1.176673031793e-02  
 3.904940494049e+04   7.337819167170e+13   1.175648241416e-02  
 3.906390639064e+04   7.331428614702e+13   1.174624362031e-02  
 3.907840784078e+04   7.325043743184e+13   1.173601392836e-02  
 3.909290929093e+04   7.318664547615e+13   1.172579333027e-02  
 3.910741074107e+04   7.312291022976e+13   1.171558181802e-02  
 3.912191219122e+04   7.305923164275e+13   1.170537938360e-02  
 3.913641364136e+04   7.299560966504e+13   1.169518601899e-02  
 3.915091509151e+04   7.293204424669e+13   1.168500171619e-02  
 3.916541654165e+04   7.286853533788e+13   1.167482646722e-02  
 3.917991799180e+04   7.280508288860e+13   1.166466026405e-02  
 3.919441944194e+04   7.274168684912e+13   1.165450309874e-02  
 3.920892089209e+04   7.267834716962e+13   1.164435496329e-02  
 3.922342234223e+04   7.261506380037e+13   1.163421584974e-02  
 3.923792379238e+04   7.255183669166e+13   1.162408575012e-02  
 3.925242524252e+04   7.248866579379e+13   1.161396465646e-02  
 3.926692669267e+04   7.242555105714e+13   1.160385256083e-02  
 3.928142814281e+04   7.236249243217e+13   1.159374945528e-02  
 3.929592959296e+04   7.229948986928e+13   1.158365533187e-02  
 3.931043104310e+04   7.223654331903e+13   1.157357018267e-02  
 3.932493249325e+04   7.217365273191e+13   1.156349399975e-02  
 3.933943394339e+04   7.211081805844e+13   1.155342677519e-02  
 3.935393539354e+04   7.204803924935e+13   1.154336850108e-02  
 3.936843684368e+04   7.198531625520e+13   1.153331916952e-02  
 3.938293829383e+04   7.192264902675e+13   1.152327877260e-02  
 3.939743974397e+04   7.186003751471e+13   1.151324730244e-02  
 3.941194119412e+04   7.179748166987e+13   1.150322475115e-02  
 3.942644264426e+04   7.173498144301e+13   1.149321111084e-02  
 3.944094409441e+04   7.167253678501e+13   1.148320637365e-02  
 3.945544554455e+04   7.161014764680e+13   1.147321053170e-02  
 3.946994699470e+04   7.154781397928e+13   1.146322357714e-02  
 3.948444844484e+04   7.148553573344e+13   1.145324550211e-02  
 3.949894989499e+04   7.142331286026e+13   1.144327629876e-02  
 3.951345134513e+04   7.136114531087e+13   1.143331595926e-02  
 3.952795279528e+04   7.129903303628e+13   1.142336447575e-02  
 3.954245424542e+04   7.123697598768e+13   1.141342184043e-02  
 3.955695569557e+04   7.117497411624e+13   1.140348804546e-02  
 3.957145714571e+04   7.111302737319e+13   1.139356308303e-02  
 3.958595859586e+04   7.105113570976e+13   1.138364694533e-02  
 3.960046004600e+04   7.098929907732e+13   1.137373962457e-02  
 3.961496149615e+04   7.092751742707e+13   1.136384111293e-02  
 3.962946294629e+04   7.086579071048e+13   1.135395140263e-02  
 3.964396439644e+04   7.080411887899e+13   1.134407048589e-02  
 3.965846584658e+04   7.074250188401e+13   1.133419835493e-02  
 3.967296729673e+04   7.068093967703e+13   1.132433500197e-02  
 3.968746874687e+04   7.061943220960e+13   1.131448041926e-02  
 3.970197019702e+04   7.055797943329e+13   1.130463459903e-02  
 3.971647164716e+04   7.049658129978e+13   1.129479753354e-02  
 3.973097309731e+04   7.043523776062e+13   1.128496921503e-02  
 3.974547454745e+04   7.037394876755e+13   1.127514963577e-02  
 3.975997599760e+04   7.031271427232e+13   1.126533878802e-02  
 3.977447744774e+04   7.025153422668e+13   1.125553666406e-02  
 3.978897889789e+04   7.019040858244e+13   1.124574325617e-02  
 3.980348034803e+04   7.012933729152e+13   1.123595855664e-02  
 3.981798179818e+04   7.006832030575e+13   1.122618255775e-02  
 3.983248324832e+04   7.000735757706e+13   1.121641525180e-02  
 3.984698469847e+04   6.994644905745e+13   1.120665663111e-02  
 3.986148614861e+04   6.988559469887e+13   1.119690668797e-02  
 3.987598759876e+04   6.982479445346e+13   1.118716541472e-02  
 3.989048904890e+04   6.976404827330e+13   1.117743280367e-02  
 3.990499049905e+04   6.970335611046e+13   1.116770884716e-02  
 3.991949194919e+04   6.964271791714e+13   1.115799353751e-02  
 3.993399339934e+04   6.958213364556e+13   1.114828686708e-02  
 3.994849484948e+04   6.952160324793e+13   1.113858882821e-02  
 3.996299629963e+04   6.946112667662e+13   1.112889941326e-02  
 3.997749774977e+04   6.940070388386e+13   1.111921861459e-02  
 3.999199919992e+04   6.934033482206e+13   1.110954642456e-02  
 4.000650065007e+04   6.928001944365e+13   1.109988283557e-02  
 4.002100210021e+04   6.921975770102e+13   1.109022783997e-02  
 4.003550355036e+04   6.915954954670e+13   1.108058143017e-02  
 4.005000500050e+04   6.909939493322e+13   1.107094359855e-02  
 4.006450645065e+04   6.903929381306e+13   1.106131433751e-02  
 4.007900790079e+04   6.897924613893e+13   1.105169363947e-02  
 4.009350935094e+04   6.891925186340e+13   1.104208149683e-02  
 4.010801080108e+04   6.885931093914e+13   1.103247790200e-02  
 4.012251225123e+04   6.879942341775e+13   1.102288286326e-02  
 4.013701370137e+04   6.873958905457e+13   1.101329634140e-02  
 4.015151515152e+04   6.867980790091e+13   1.100371834465e-02  
 4.016601660166e+04   6.862007990973e+13   1.099414886546e-02  
 4.018051805181e+04   6.856040503377e+13   1.098458789627e-02  
 4.019501950195e+04   6.850078322609e+13   1.097503542955e-02  
 4.020952095210e+04   6.844121443946e+13   1.096549145775e-02  
 4.022402240224e+04   6.838169862705e+13   1.095595597335e-02  
 4.023852385239e+04   6.832223574180e+13   1.094642896881e-02  
 4.025302530253e+04   6.826282573681e+13   1.093691043663e-02  
 4.026752675268e+04   6.820346856513e+13   1.092740036928e-02  
 4.028202820282e+04   6.814416418000e+13   1.091789875927e-02  
 4.029652965297e+04   6.808491263377e+13   1.090840561498e-02  
 4.031103110311e+04   6.802571368147e+13   1.089892089716e-02  
 4.032553255326e+04   6.796656737532e+13   1.088944461419e-02  
 4.034003400340e+04   6.790747366864e+13   1.087997675859e-02  
 4.035453545355e+04   6.784843251480e+13   1.087051732287e-02  
 4.036903690369e+04   6.778944386715e+13   1.086106629958e-02  
 4.038353835384e+04   6.773050767915e+13   1.085162368125e-02  
 4.039803980398e+04   6.767162390418e+13   1.084218946041e-02  
 4.041254125413e+04   6.761279249581e+13   1.083276362963e-02  
 4.042704270427e+04   6.755401340752e+13   1.082334618144e-02  
 4.044154415442e+04   6.749528659292e+13   1.081393710843e-02  
 4.045604560456e+04   6.743661200560e+13   1.080453640315e-02  
 4.047054705471e+04   6.737798959928e+13   1.079514405819e-02  
 4.048504850485e+04   6.731941932756e+13   1.078576006611e-02  
 4.049954995500e+04   6.726090124399e+13   1.077638443549e-02  
 4.051405140514e+04   6.720243510299e+13   1.076701712699e-02  
 4.052855285529e+04   6.714402095790e+13   1.075765814916e-02  
 4.054305430543e+04   6.708565876258e+13   1.074830749459e-02  
 4.055755575558e+04   6.702734847091e+13   1.073896515591e-02  
 4.057205720572e+04   6.696909003681e+13   1.072963112572e-02  
 4.058655865587e+04   6.691088341424e+13   1.072030539666e-02  
 4.060106010601e+04   6.685272855719e+13   1.071098796135e-02  
 4.061556155616e+04   6.679462541968e+13   1.070167881242e-02  
 4.063006300630e+04   6.673657395583e+13   1.069237794252e-02  
 4.064456445645e+04   6.667857411972e+13   1.068308534430e-02  
 4.065906590659e+04   6.662062586549e+13   1.067380101041e-02  
 4.067356735674e+04   6.656272914731e+13   1.066452493351e-02  
 4.068806880688e+04   6.650488391950e+13   1.065525710627e-02  
 4.070257025703e+04   6.644709013616e+13   1.064599752134e-02  
 4.071707170717e+04   6.638934775177e+13   1.063674617144e-02  
 4.073157315732e+04   6.633165672053e+13   1.062750304921e-02  
 4.074607460746e+04   6.627401699692e+13   1.061826814738e-02  
 4.076057605761e+04   6.621642853529e+13   1.060904145862e-02  
 4.077507750775e+04   6.615889139053e+13   1.059982299173e-02  
 4.078957895790e+04   6.610140531652e+13   1.059061270727e-02  
 4.080408040804e+04   6.604397036801e+13   1.058141061402e-02  
 4.081858185819e+04   6.598658649954e+13   1.057221670470e-02  
 4.083308330833e+04   6.592925366572e+13   1.056303097203e-02  
 4.084758475848e+04   6.587197182117e+13   1.055385340874e-02  
 4.086208620862e+04   6.581474092062e+13   1.054468400758e-02  
 4.087658765877e+04   6.575756091877e+13   1.053552276129e-02  
 4.089108910891e+04   6.570043177035e+13   1.052636966262e-02  
 4.090559055906e+04   6.564335343024e+13   1.051722470433e-02  
 4.092009200920e+04   6.558632585316e+13   1.050808787919e-02  
 4.093459345935e+04   6.552934899403e+13   1.049895917995e-02  
 4.094909490949e+04   6.547242280776e+13   1.048983859940e-02  
 4.096359635964e+04   6.541554724930e+13   1.048072613031e-02  
 4.097809780978e+04   6.535872227366e+13   1.047162176549e-02  
 4.099259925993e+04   6.530194783584e+13   1.046252549773e-02  
 4.100710071007e+04   6.524522389083e+13   1.045343731980e-02  
 4.102160216022e+04   6.518855039384e+13   1.044435722453e-02  
 4.103610361036e+04   6.513192729991e+13   1.043528520473e-02  
 4.105060506051e+04   6.507535456430e+13   1.042622125322e-02  
 4.106510651065e+04   6.501883214212e+13   1.041716536281e-02  
 4.107960796080e+04   6.496235998871e+13   1.040811752634e-02  
 4.109410941094e+04   6.490593816061e+13   1.039907775288e-02  
 4.110861086109e+04   6.484956641076e+13   1.039004600284e-02  
 4.112311231123e+04   6.479324479563e+13   1.038102228526e-02  
 4.113761376138e+04   6.473697327061e+13   1.037200659301e-02  
 4.115211521152e+04   6.468075179112e+13   1.036299891893e-02  
 4.116661666167e+04   6.462458031261e+13   1.035399925589e-02  
 4.118111811181e+04   6.456845879063e+13   1.034500759677e-02  
 4.119561956196e+04   6.451238718072e+13   1.033602393445e-02  
 4.121012101210e+04   6.445636543845e+13   1.032704826180e-02  
 4.122462246225e+04   6.440039351945e+13   1.031808057173e-02  
 4.123912391239e+04   6.434447137934e+13   1.030912085711e-02  
 4.125362536254e+04   6.428859897385e+13   1.030016911085e-02  
 4.126812681268e+04   6.423277625876e+13   1.029122532587e-02  
 4.128262826283e+04   6.417700318981e+13   1.028228949509e-02  
 4.129712971297e+04   6.412127972272e+13   1.027336161139e-02  
 4.131163116312e+04   6.406560581345e+13   1.026444166774e-02  
 4.132613261326e+04   6.400998141782e+13   1.025552965704e-02  
 4.134063406341e+04   6.395440649178e+13   1.024662557225e-02  
 4.135513551355e+04   6.389888099124e+13   1.023772940629e-02  
 4.136963696370e+04   6.384340487226e+13   1.022884115213e-02  
 4.138413841384e+04   6.378797809085e+13   1.021996080273e-02  
 4.139863986399e+04   6.373260060303e+13   1.021108835102e-02  
 4.141314131413e+04   6.367727236494e+13   1.020222379000e-02  
 4.142764276428e+04   6.362199333273e+13   1.019336711262e-02  
 4.144214421442e+04   6.356676346258e+13   1.018451831187e-02  
 4.145664566457e+04   6.351158271065e+13   1.017567738074e-02  
 4.147114711471e+04   6.345645103324e+13   1.016684431220e-02  
 4.148564856486e+04   6.340136838666e+13   1.015801909927e-02  
 4.150015001500e+04   6.334633472716e+13   1.014920173494e-02  
 4.151465146515e+04   6.329135001120e+13   1.014039221223e-02  
 4.152915291529e+04   6.323641419513e+13   1.013159052414e-02  
 4.154365436544e+04   6.318152723536e+13   1.012279666369e-02  
 4.155815581558e+04   6.312668908838e+13   1.011401062392e-02  
 4.157265726573e+04   6.307189971069e+13   1.010523239785e-02  
 4.158715871587e+04   6.301715905887e+13   1.009646197852e-02  
 4.160166016602e+04   6.296246708950e+13   1.008769935898e-02  
 4.161616161616e+04   6.290782375922e+13   1.007894453228e-02  
 4.163066306631e+04   6.285322902459e+13   1.007019749147e-02  
 4.164516451645e+04   6.279868284239e+13   1.006145822961e-02  
 4.165966596660e+04   6.274418516934e+13   1.005272673977e-02  
 4.167416741674e+04   6.268973596215e+13   1.004400301502e-02  
 4.168866886689e+04   6.263533517769e+13   1.003528704845e-02  
 4.170317031703e+04   6.258098277277e+13   1.002657883313e-02  
 4.171767176718e+04   6.252667870420e+13   1.001787836215e-02  
 4.173217321732e+04   6.247242292904e+13   1.000918562863e-02  
 4.174667466747e+04   6.241821540413e+13   1.000050062565e-02  
 4.176117611761e+04   6.236405608649e+13   9.991823346324e-03  
 4.177567756776e+04   6.230994493314e+13   9.983153783771e-03  
 4.179017901790e+04   6.225588190112e+13   9.974491931103e-03  
 4.180468046805e+04   6.220186694749e+13   9.965837781445e-03  
 4.181918191819e+04   6.214790002949e+13   9.957191327942e-03  
 4.183368336834e+04   6.209398110419e+13   9.948552563717e-03  
 4.184818481848e+04   6.204011012880e+13   9.939921481915e-03  
 4.186268626863e+04   6.198628706059e+13   9.931298075689e-03  
 4.187718771877e+04   6.193251185684e+13   9.922682338196e-03  
 4.189168916892e+04   6.187878447484e+13   9.914074262591e-03  
 4.190619061906e+04   6.182510487198e+13   9.905473842048e-03  
 4.192069206921e+04   6.177147300555e+13   9.896881069725e-03  
 4.193519351935e+04   6.171788883305e+13   9.888295938812e-03  
 4.194969496950e+04   6.166435231196e+13   9.879718442496e-03  
 4.196419641964e+04   6.161086339966e+13   9.871148573950e-03  
 4.197869786979e+04   6.155742205375e+13   9.862586326379e-03  
 4.199319931993e+04   6.150402823180e+13   9.854031692987e-03  
 4.200770077008e+04   6.145068189143e+13   9.845484666982e-03  
 4.202220222022e+04   6.139738299019e+13   9.836945241562e-03  
 4.203670367037e+04   6.134413148584e+13   9.828413409963e-03  
 4.205120512051e+04   6.129092743957e+13   9.819889181986e-03  
 4.206570657066e+04   6.123777060230e+13   9.811372517726e-03  
 4.208020802080e+04   6.118466103513e+13   9.802863426970e-03  
 4.209470947095e+04   6.113159869589e+13   9.794361902963e-03  
 4.210921092109e+04   6.107858354241e+13   9.785867938947e-03  
 4.212371237124e+04   6.102561553253e+13   9.777381528168e-03  
 4.213821382138e+04   6.097269462424e+13   9.768902663898e-03  
 4.215271527153e+04   6.091982077546e+13   9.760431339391e-03  
 4.216721672167e+04   6.086699394419e+13   9.751967547920e-03  
 4.218171817182e+04   6.081421408849e+13   9.743511282765e-03  
 4.219621962196e+04   6.076148116644e+13   9.735062537209e-03  
 4.221072107211e+04   6.070879513607e+13   9.726621304530e-03  
 4.222522252225e+04   6.065615595555e+13   9.718187578025e-03  
 4.223972397240e+04   6.060356358303e+13   9.709761350986e-03  
 4.225422542254e+04   6.055101797679e+13   9.701342616733e-03  
 4.226872687269e+04   6.049851909503e+13   9.692931368567e-03  
 4.228322832283e+04   6.044606689598e+13   9.684527599793e-03  
 4.229772977298e+04   6.039366133803e+13   9.676131303750e-03  
 4.231223122312e+04   6.034130237951e+13   9.667742473758e-03  
 4.232673267327e+04   6.028898997878e+13   9.659361103146e-03  
 4.234123412341e+04   6.023672409431e+13   9.650987185261e-03  
 4.235573557356e+04   6.018450468449e+13   9.642620713435e-03  
 4.237023702370e+04   6.013233170792e+13   9.634261681036e-03  
 4.238473847385e+04   6.008020512297e+13   9.625910081394e-03  
 4.239923992399e+04   6.002812488836e+13   9.617565907897e-03  
 4.241374137414e+04   5.997609096257e+13   9.609229153889e-03  
 4.242824282428e+04   5.992410330431e+13   9.600899812756e-03  
 4.244274427443e+04   5.987216187224e+13   9.592577877877e-03  
 4.245724572457e+04   5.982026662501e+13   9.584263342624e-03  
 4.247174717472e+04   5.976841752141e+13   9.575956200395e-03  
 4.248624862486e+04   5.971661452021e+13   9.567656444587e-03  
 4.250075007501e+04   5.966485758019e+13   9.559364068592e-03  
 4.251525152515e+04   5.961314666020e+13   9.551079065819e-03  
 4.252975297530e+04   5.956148171918e+13   9.542801429689e-03  
 4.254425442544e+04   5.950986271598e+13   9.534531153609e-03  
 4.255875587559e+04   5.945828960957e+13   9.526268231006e-03  
 4.257325732573e+04   5.940676235893e+13   9.518012655306e-03  
 4.258775877588e+04   5.935528092310e+13   9.509764419949e-03  
 4.260226022602e+04   5.930384526112e+13   9.501523518371e-03  
 4.261676167617e+04   5.925245533205e+13   9.493289944015e-03  
 4.263126312631e+04   5.920111109510e+13   9.485063690341e-03  
 4.264576457646e+04   5.914981250932e+13   9.476844750791e-03  
 4.266026602660e+04   5.909855953399e+13   9.468633118842e-03  
 4.267476747675e+04   5.904735212834e+13   9.460428787960e-03  
 4.268926892689e+04   5.899619025161e+13   9.452231751615e-03  
 4.270377037704e+04   5.894507386303e+13   9.444042003275e-03  
 4.271827182718e+04   5.889400292207e+13   9.435859536447e-03  
 4.273277327733e+04   5.884297738801e+13   9.427684344606e-03  
 4.274727472747e+04   5.879199722024e+13   9.419516421246e-03  
 4.276177617762e+04   5.874106237829e+13   9.411355759883e-03  
 4.277627762776e+04   5.869017282155e+13   9.403202354011e-03  
 4.279077907791e+04   5.863932850954e+13   9.395056197144e-03  
 4.280528052805e+04   5.858852940187e+13   9.386917282810e-03  
 4.281978197820e+04   5.853777545801e+13   9.378785604516e-03  
 4.283428342834e+04   5.848706663762e+13   9.370661155799e-03  
 4.284878487849e+04   5.843640290040e+13   9.362543930203e-03  
 4.286328632863e+04   5.838578420594e+13   9.354433921252e-03  
 4.287778777878e+04   5.833521051408e+13   9.346331122512e-03  
 4.289228922892e+04   5.828468189016e+13   9.338235544453e-03  
 4.290679067907e+04   5.823419808280e+13   9.330147146799e-03  
 4.292129212921e+04   5.818375915737e+13   9.322065940023e-03  
 4.293579357936e+04   5.813336507363e+13   9.313991917675e-03  
 4.295029502950e+04   5.808301579149e+13   9.305925073338e-03  
 4.296479647965e+04   5.803271127096e+13   9.297865400600e-03  
 4.297929792979e+04   5.798245147187e+13   9.289812893027e-03  
 4.299379937994e+04   5.793223646014e+13   9.281767561180e-03  
 4.300830083008e+04   5.788206598433e+13   9.273729364774e-03  
 4.302280228023e+04   5.783194021604e+13   9.265698331303e-03  
 4.303730373037e+04   5.778185890370e+13   9.257674420459e-03  
 4.305180518052e+04   5.773182211318e+13   9.249657642798e-03  
 4.306630663066e+04   5.768182980458e+13   9.241647991926e-03  
 4.308080808081e+04   5.763188193816e+13   9.233645461476e-03  
 4.309530953095e+04   5.758197847415e+13   9.225650045077e-03  
 4.310981098110e+04   5.753211937283e+13   9.217661736365e-03  
